day,local cap,cloud cap,seed,sla_breaches,sla_breaches_as_submitted,cloud_hours,local_hours,drained_hours,mean_wait_s,p95_wait_s,jobs_reprioritised,overload_decisions,accepted_breach_cycles,events,exposing_events,exposing_high_events,ttl_exposing_mean_s,ttl_exposing_p95_s,ttl_exposing_max_s,ttl_exposing_high_mean_s,ttl_all_mean_s,ttl_all_p95_s,ttp_exposing_mean_s,ttp_exposing_p95_s,ttp_all_mean_s,exposing_ever_decayed,exposing_promoted,decayed_events,promoted_events,harmless_kept_events
rock burst,local 24,cloud 60,404,5143,5143,48.2,400.7,24.0,2091.1,12509.4,0,147,0,3001,63,0,53.6,141.0,494.6,,95.7,662.9,7025.3,13111.9,7402.8,0,0,0,0,0
rock burst,local 24,cloud 200,101,2200,2200,61.0,387.1,24.0,1026.7,7194.7,0,28,0,2986,57,0,47.6,136.6,329.7,,53.3,182.1,3686.0,7767.2,3742.0,0,0,0,0,0
rock burst,local 24,cloud 200,202,1941,1941,58.5,403.1,24.01,848.2,5717.0,0,19,0,3086,75,0,46.1,167.9,329.3,,49.9,159.2,2832.1,6191.7,3072.4,0,0,0,0,0
rock burst,local 24,cloud 200,303,2489,2489,59.5,411.9,24.03,874.7,6269.5,0,30,0,3103,76,1,55.0,194.1,349.2,346.4,54.1,175.5,2784.1,6606.7,3132.5,0,0,0,0,0
rock burst,local 24,cloud 200,404,2040,2040,57.3,400.6,24.0,1049.6,7490.7,0,19,0,3001,63,0,48.6,130.2,314.6,,52.2,170.7,3877.2,7940.1,3753.7,0,0,0,0,0
earthquake,local 8,cloud 0,101,87722,87722,0.0,723.3,90.45,120317.2,248611.4,0,20980,0,5167,97,1,39233.7,153849.4,156478.3,29.9,53115.1,154194.7,231647.5,249042.2,231648.5,0,0,0,0,0
earthquake,local 8,cloud 0,202,88815,88815,0.0,736.7,92.22,123443.3,253967.5,0,21275,0,5249,137,2,56078.7,156767.3,159086.4,110260.0,53742.9,157290.8,235219.9,254622.6,237640.1,0,0,0,0,0
earthquake,local 8,cloud 0,303,88105,88105,0.0,733.8,91.78,122282.1,252322.3,0,20987,0,5216,105,2,55912.7,156639.2,159144.3,33685.2,54515.4,156959.6,224784.3,253455.6,233322.7,0,0,0,0,0
earthquake,local 8,cloud 0,404,93173,93173,0.0,756.7,94.62,127516.0,261968.0,0,22320,0,5401,151,4,65197.5,163828.0,164630.4,79936.4,54964.2,160500.7,247576.4,263118.0,248487.4,0,0,0,0,0
earthquake,local 8,cloud 20,101,59855,59855,426.2,303.9,48.17,28276.2,87147.6,0,4476,0,5167,97,1,4344.0,22920.0,23224.4,29.9,6686.5,22932.9,65949.5,87555.5,76160.1,0,0,0,0,0
earthquake,local 8,cloud 20,202,61910,61910,432.0,308.9,48.31,28746.9,87348.6,0,4563,0,5249,137,2,7382.4,23555.9,23952.7,13270.0,6766.3,23625.1,74899.4,87733.3,76713.8,0,0,0,0,0
earthquake,local 8,cloud 20,303,62218,62218,431.3,308.4,48.2,29177.1,87248.0,0,4595,0,5216,105,2,7251.5,24485.5,24646.9,3580.2,7226.9,24455.6,68926.7,87629.0,76632.4,0,0,0,0,0
earthquake,local 8,cloud 20,404,63526,63526,448.7,312.5,48.12,29087.5,87327.6,0,4715,0,5401,151,4,8594.4,24932.6,25279.8,12856.4,7263.5,24915.8,77284.1,87843.0,75624.7,0,0,0,0,0
earthquake,local 8,cloud 60,101,25756,25756,448.8,283.9,48.17,16705.2,86422.3,0,785,0,5167,97,1,207.1,1405.5,3411.8,29.9,480.2,3245.2,57214.2,86588.1,60410.4,0,0,0,0,0
earthquake,local 8,cloud 60,202,28227,28227,450.9,290.0,48.32,17546.3,86439.4,0,824,0,5249,137,2,563.1,3459.5,3673.1,422.5,505.7,3450.4,61597.8,86586.2,63245.9,0,0,0,0,0
earthquake,local 8,cloud 60,303,28111,28111,453.3,286.4,48.21,17109.1,86430.2,0,842,0,5216,105,2,499.3,3422.8,3694.5,497.7,576.8,3576.7,57234.0,86540.2,61290.8,0,0,0,0,0
earthquake,local 8,cloud 60,404,29390,29390,469.3,292.4,48.12,17693.8,86464.8,0,854,0,5401,151,4,650.1,3760.5,3831.0,1160.1,547.6,3537.7,65506.3,86646.0,63071.1,0,0,0,0,0
earthquake,local 8,cloud 200,101,4341,4341,459.0,273.7,48.17,13959.1,86360.7,0,15,0,5167,97,1,53.7,182.0,244.4,29.9,54.8,165.7,49475.3,86557.1,52055.9,0,0,0,0,0
earthquake,local 8,cloud 200,202,6435,6435,461.5,279.5,48.31,14422.0,86393.1,0,19,0,5249,137,2,62.2,239.6,332.2,175.0,72.4,172.4,51200.1,86532.5,53715.7,0,0,0,0,0
earthquake,local 8,cloud 200,303,5875,5875,459.4,280.2,48.2,14855.9,86397.9,0,17,0,5216,105,2,57.7,160.7,320.5,175.2,66.8,170.9,53034.3,86575.2,55081.4,0,0,0,0,0
earthquake,local 8,cloud 200,404,5701,5701,476.9,284.8,48.12,14986.9,86421.3,0,16,0,5401,151,4,55.8,161.2,300.0,95.1,55.1,175.3,59348.5,86646.0,55251.0,0,0,0,0,0
earthquake,local 12,cloud 0,101,78896,78896,0.0,730.7,61.4,69816.4,153832.4,0,12973,0,5167,97,1,20362.0,85963.3,87725.4,29.9,29556.7,87300.9,125936.2,154363.7,135241.9,0,0,0,0,0
earthquake,local 12,cloud 0,202,81057,81057,0.0,744.6,62.6,71918.9,156968.4,0,13212,0,5249,137,2,31927.0,89426.8,89822.3,62800.0,29807.1,88879.3,137035.7,157661.2,139802.8,0,0,0,0,0
earthquake,local 12,cloud 0,303,80957,80957,0.0,744.9,62.65,72268.3,157343.7,0,13163,0,5216,105,2,31155.1,90691.7,91265.4,18677.7,31091.6,90470.7,126573.7,157716.3,137220.8,0,0,0,0,0
earthquake,local 12,cloud 0,404,83276,83276,0.0,763.0,63.83,73337.4,160903.9,0,13554,0,5401,151,4,37263.7,91034.8,91664.8,46955.1,30902.5,91654.6,141178.8,161496.0,140435.9,0,0,0,0,0
earthquake,local 12,cloud 20,101,53187,53187,327.3,408.5,48.14,25282.4,86556.0,0,3528,0,5167,97,1,3042.1,17604.9,17736.0,29.9,4728.0,17545.3,63820.7,86931.5,73583.9,0,0,0,0,0
earthquake,local 12,cloud 20,202,55184,55184,333.4,413.1,48.32,25670.5,86542.5,0,3580,0,5249,137,2,5278.9,18108.4,18503.0,8860.0,4785.1,18125.1,71735.1,86902.9,74106.9,0,0,0,0,0
earthquake,local 12,cloud 20,303,56134,56134,339.2,410.0,48.23,26151.4,86604.4,0,3691,0,5216,105,2,5112.0,19197.5,19426.9,2725.2,5164.9,18916.4,67401.3,86984.0,74441.2,0,0,0,0,0
earthquake,local 12,cloud 20,404,58637,58637,349.1,419.1,48.11,26200.9,86673.1,0,3851,0,5401,151,4,5988.1,19087.4,19401.0,10002.6,5196.9,19162.1,76822.8,87181.6,74036.9,0,0,0,0,0
earthquake,local 12,cloud 60,101,23046,23046,348.6,387.2,48.12,16257.6,86360.6,0,698,0,5167,97,1,153.0,730.5,2916.8,29.9,398.8,2810.0,56267.7,86529.9,59106.1,0,0,0,0,0
earthquake,local 12,cloud 60,202,24997,24997,351.2,395.3,48.31,17032.0,86401.6,0,722,0,5249,137,2,470.0,2966.2,3174.8,392.5,425.0,3017.2,60484.3,86543.9,61721.9,0,0,0,0,0
earthquake,local 12,cloud 60,303,25567,25567,358.8,390.5,48.2,16724.1,86391.1,0,761,0,5216,105,2,407.1,3032.8,3214.5,460.2,484.7,3054.0,56457.1,86559.3,60270.4,0,0,0,0,0
earthquake,local 12,cloud 60,404,26284,26284,369.2,398.9,48.11,17129.8,86409.8,0,756,0,5401,151,4,545.2,3254.3,3352.8,1021.4,457.2,3082.0,64092.2,86642.9,61401.4,0,0,0,0,0
earthquake,local 12,cloud 200,101,3588,3588,360.9,374.8,48.14,13920.5,86312.7,0,15,0,5167,97,1,48.3,161.0,259.4,29.9,52.9,162.5,49865.9,86484.8,51918.8,0,0,0,0,0
earthquake,local 12,cloud 200,202,5415,5415,364.6,381.9,48.31,14370.8,86353.7,0,20,0,5249,137,2,62.0,239.6,341.7,175.0,70.9,164.9,51239.6,86486.8,53529.0,0,0,0,0,0
earthquake,local 12,cloud 200,303,4596,4596,368.0,381.3,48.23,14538.0,86334.9,0,17,0,5216,105,2,55.0,159.2,320.5,175.2,64.4,164.1,52077.0,86540.2,53922.1,0,0,0,0,0
earthquake,local 12,cloud 200,404,4464,4464,377.4,390.8,48.11,14696.4,86374.4,0,15,0,5401,151,4,53.8,159.4,300.0,95.1,53.0,165.6,58820.1,86608.2,54196.9,0,0,0,0,0
earthquake,local 16,cloud 0,101,74606,74606,0.0,738.6,47.73,47442.7,111396.6,0,9503,0,5167,97,1,13016.3,56679.7,57863.1,29.9,19213.4,57829.9,80835.5,111937.5,93890.0,0,0,0,0,0
earthquake,local 16,cloud 0,202,76449,76449,0.0,748.8,48.5,48548.3,113396.3,0,9696,0,5249,137,2,20778.4,58942.4,59073.7,39977.5,19354.1,58853.9,95418.0,113926.0,95825.1,0,0,0,0,0
earthquake,local 16,cloud 0,303,77558,77558,0.0,752.6,48.9,49958.9,114604.4,0,9790,0,5216,105,2,20223.1,60429.6,60915.3,11252.7,20261.2,60578.8,87651.1,115155.0,98003.5,0,0,0,0,0
earthquake,local 16,cloud 0,404,78822,78822,0.0,772.4,49.62,50224.9,116737.4,0,9987,0,5401,151,4,24492.4,61259.8,61852.2,31831.4,20191.5,61025.1,99711.1,117205.5,98363.1,0,0,0,0,0
earthquake,local 16,cloud 20,101,46252,46252,252.4,487.9,48.12,22804.1,86442.2,0,2780,0,5167,97,1,2164.8,13815.0,13976.5,29.9,3391.7,13700.7,62146.1,86546.5,70246.8,0,0,0,0,0
earthquake,local 16,cloud 20,202,48214,48214,259.0,491.5,48.32,23146.1,86449.7,0,2833,0,5249,137,2,3778.3,14427.8,14538.4,5552.5,3456.0,14274.4,69016.9,86639.6,70672.5,0,0,0,0,0
earthquake,local 16,cloud 20,303,49033,49033,263.0,490.7,48.23,23710.5,86451.9,0,2880,0,5216,105,2,3688.8,15268.4,15377.9,2057.7,3776.1,15061.1,64637.1,86522.1,71488.9,0,0,0,0,0
earthquake,local 16,cloud 20,404,50668,50668,273.5,501.5,48.16,23754.8,86476.7,0,2959,0,5401,151,4,4415.2,14629.8,15354.4,7775.1,3769.3,14952.2,75847.7,86699.9,71352.0,0,0,0,0,0
earthquake,local 16,cloud 60,101,21119,21119,279.0,461.3,48.11,15759.4,86298.4,0,618,0,5167,97,1,114.2,195.0,2526.8,29.9,333.7,2384.7,55453.3,86531.5,57545.0,0,0,0,0,0
earthquake,local 16,cloud 60,202,22316,22316,280.2,470.3,48.32,16357.1,86341.9,0,645,0,5249,137,2,390.0,2456.2,2784.8,370.0,361.0,2645.5,58646.0,86527.3,59519.3,0,0,0,0,0
earthquake,local 16,cloud 60,303,23476,23476,287.8,465.9,48.23,16269.5,86369.6,0,677,0,5216,105,2,331.8,2638.3,2839.5,415.2,405.8,2670.3,55828.7,86535.3,58874.7,0,0,0,0,0
earthquake,local 16,cloud 60,404,24121,24121,295.4,479.6,48.11,16711.4,86356.2,0,677,0,5401,151,4,462.5,2834.3,2977.8,890.1,385.8,2713.7,63392.4,86564.8,60161.8,0,0,0,0,0
earthquake,local 16,cloud 200,101,3246,3246,290.4,449.9,48.14,13608.0,86287.7,0,15,0,5167,97,1,44.1,161.0,229.4,29.9,51.5,158.4,48589.4,86461.7,50770.4,0,0,0,0,0
earthquake,local 16,cloud 200,202,4609,4609,294.1,456.4,48.32,14070.2,86319.5,0,16,0,5249,137,2,59.1,224.6,328.6,175.0,68.3,155.9,50143.4,86516.8,52418.9,0,0,0,0,0
earthquake,local 16,cloud 200,303,3642,3642,298.4,455.3,48.2,14265.9,86293.2,0,15,0,5216,105,2,51.4,139.6,320.5,175.2,61.8,153.1,50885.3,86495.8,52936.2,0,0,0,0,0
earthquake,local 16,cloud 200,404,4046,4046,306.1,468.9,48.11,14643.1,86314.3,0,12,0,5401,151,4,50.9,146.6,315.0,98.9,51.9,160.8,58598.3,86549.1,54005.3,0,0,0,0,0
earthquake,local 24,cloud 0,101,59772,59772,0.0,742.2,48.12,31282.0,87564.6,0,5310,0,5167,97,1,6188.5,31014.7,31119.9,29.9,9383.8,30794.7,65069.7,88105.4,75550.5,0,0,0,0,0
earthquake,local 24,cloud 0,202,61748,61748,0.0,751.8,48.13,31752.7,87647.5,0,5408,0,5249,137,2,10235.7,31347.7,31759.4,19262.5,9488.9,31500.3,74822.3,88229.8,75857.0,0,0,0,0,0
earthquake,local 24,cloud 0,303,62423,62423,0.0,755.9,48.23,32517.2,87783.0,0,5495,0,5216,105,2,10115.0,32496.3,32927.0,4795.2,10041.9,32543.2,68686.1,88191.8,76670.9,0,0,0,0,0
earthquake,local 24,cloud 0,404,64498,64498,0.0,777.5,48.16,32428.7,88008.0,0,5628,0,5401,151,4,12093.6,33258.9,33732.7,16921.4,10043.9,33127.8,77563.2,88475.8,75773.7,0,0,0,0,0
earthquake,local 24,cloud 20,101,37045,37045,162.2,580.0,48.11,19066.5,86375.9,0,1888,0,5167,97,1,1224.6,8800.5,9235.4,29.9,1873.1,8901.0,58305.0,86514.9,63075.7,0,0,0,0,0
earthquake,local 24,cloud 20,202,37991,37991,169.3,582.5,48.32,19282.6,86349.9,0,1928,0,5249,137,2,2082.7,9552.2,9714.5,1112.5,1891.1,9408.0,62458.3,86498.0,63296.2,0,0,0,0,0
earthquake,local 24,cloud 20,303,39725,39725,173.0,583.0,48.2,19738.4,86331.3,0,2032,0,5216,105,2,2019.4,9613.4,10041.7,1292.7,2133.6,9866.9,59193.3,86522.1,64038.3,0,0,0,0,0
earthquake,local 24,cloud 20,404,40281,40281,175.4,602.1,48.16,19826.2,86362.3,0,2029,0,5401,151,4,2493.1,9502.8,10157.9,4823.9,2110.4,9800.1,65533.9,86538.9,64121.1,0,0,0,0,0
earthquake,local 24,cloud 60,101,18247,18247,189.7,552.6,48.17,14120.9,86270.0,0,492,0,5167,97,1,86.8,165.0,1836.8,29.9,242.3,1826.5,48594.0,86527.2,51863.2,0,0,0,0,0
earthquake,local 24,cloud 60,202,19244,19244,193.2,558.6,48.13,14614.4,86250.6,0,520,0,5249,137,2,273.8,1776.5,2154.8,317.5,269.6,1982.3,50581.0,86496.5,53460.5,0,0,0,0,0
earthquake,local 24,cloud 60,303,19877,19877,201.6,554.4,48.21,14392.3,86276.5,0,541,0,5216,105,2,241.4,2051.1,2183.6,332.7,292.0,2009.2,50610.8,86479.9,52391.0,0,0,0,0,0
earthquake,local 24,cloud 60,404,20949,20949,201.7,575.9,48.16,15001.4,86313.3,0,547,0,5401,151,4,343.1,2129.3,2362.8,687.6,277.7,2017.6,58665.9,86598.9,54378.1,0,0,0,0,0
earthquake,local 24,cloud 200,101,2672,2672,200.3,541.9,48.11,12393.9,86078.6,0,11,0,5167,97,1,42.4,161.0,184.4,29.9,48.5,146.0,43453.8,86542.2,46288.3,0,0,0,0,0
earthquake,local 24,cloud 200,202,3550,3550,206.0,545.8,48.32,12667.1,86261.2,0,15,0,5249,137,2,56.2,209.6,328.6,175.0,65.4,139.9,43865.6,86501.8,47177.1,0,0,0,0,0
earthquake,local 24,cloud 200,303,2854,2854,212.1,543.9,48.23,12644.5,86219.0,0,14,0,5216,105,2,47.3,124.6,320.5,175.2,56.9,142.3,46703.1,86462.2,46938.1,0,0,0,0,0
earthquake,local 24,cloud 200,404,3440,3440,213.4,564.1,48.12,13161.0,86221.0,0,12,0,5401,151,4,48.1,146.6,330.0,102.6,48.8,143.9,53336.1,86547.6,48610.5,0,0,0,0,0
