day,local cap,holding,seed,sla_breaches,sla_breaches_as_submitted,cloud_hours,local_hours,drained_hours,mean_wait_s,p95_wait_s,jobs_reprioritised,overload_decisions,accepted_breach_cycles,events,exposing_events,exposing_high_events,ttl_exposing_mean_s,ttl_exposing_p95_s,ttl_exposing_max_s,ttl_exposing_high_mean_s,ttl_all_mean_s,ttl_all_p95_s,ttp_exposing_mean_s,ttp_exposing_p95_s,ttp_all_mean_s,exposing_ever_decayed,exposing_promoted,decayed_events,promoted_events,harmless_kept_events
rock burst,local 24,cloud window 30 min,202,5378,5378,85.7,401.8,24.01,278.2,1378.4,0,156,0,3086,75,0,83.5,524.3,1052.9,,94.3,689.0,580.7,2664.4,739.1,0,0,0,0,0
rock burst,local 24,cloud window 30 min,303,5233,5233,85.4,411.7,24.03,243.6,1036.2,0,146,0,3103,76,1,73.4,250.9,856.4,856.4,97.8,727.1,553.0,2534.1,628.7,0,0,0,0,0
rock burst,local 24,cloud window 30 min,404,5143,5143,85.6,399.8,24.0,257.4,1160.7,0,147,0,3001,63,0,51.2,132.7,494.6,,93.3,662.9,351.0,721.9,672.7,0,0,0,0,0
rock burst,local 24,cloud window 60 min,101,5870,5870,114.8,385.4,24.0,289.2,1604.4,0,164,0,2986,57,0,45.0,91.6,569.7,,105.5,803.9,368.2,796.0,754.2,0,0,0,0,0
rock burst,local 24,cloud window 60 min,202,5378,5378,121.5,401.3,24.01,262.9,1093.7,0,156,0,3086,75,0,83.5,524.3,1052.9,,93.2,689.0,542.7,2664.4,686.9,0,0,0,0,0
rock burst,local 24,cloud window 60 min,303,5121,5121,117.5,411.4,24.03,228.7,1013.6,0,144,0,3103,76,1,71.0,235.9,826.4,826.4,94.4,705.7,527.2,2519.1,585.5,0,0,0,0,0
rock burst,local 24,cloud window 60 min,404,5143,5143,123.7,398.2,24.0,245.2,1160.7,0,147,0,3001,63,0,49.8,132.7,494.6,,91.8,662.9,308.4,714.6,633.9,0,0,0,0,0
rock burst,local 24,cloud lifetime 0,101,5870,5870,50.0,387.4,24.06,2425.7,14005.8,0,164,0,2986,57,0,52.9,136.6,569.7,,109.9,803.9,8312.4,14562.2,8716.3,0,0,0,0,0
rock burst,local 24,cloud lifetime 0,202,5378,5378,47.2,403.7,24.19,2198.5,12379.9,0,156,0,3086,75,0,84.3,524.3,1052.9,,96.8,689.0,7791.5,13206.4,7876.3,0,0,0,0,0
rock burst,local 24,cloud lifetime 0,303,5233,5233,46.2,412.3,24.03,2279.9,13465.1,0,146,0,3103,76,1,77.2,250.9,856.4,856.4,100.8,727.1,6991.2,13747.4,8131.7,0,0,0,0,0
rock burst,local 24,cloud lifetime 0,404,5143,5143,45.9,400.6,24.0,2312.8,13483.2,0,147,0,3001,63,0,53.4,141.0,494.6,,95.8,662.9,7786.9,13975.0,8220.5,0,0,0,0,0
rock burst,local 24,cloud lifetime 30 min,101,5870,5870,60.5,386.3,24.0,1372.1,8473.3,0,164,0,2986,57,0,51.0,136.6,569.7,,108.4,803.9,4349.2,8820.8,4791.8,0,0,0,0,0
rock burst,local 24,cloud lifetime 30 min,202,5378,5378,62.4,401.9,24.01,938.1,5960.2,0,156,0,3086,75,0,84.5,524.3,1052.9,,95.5,689.0,2666.5,7113.1,3198.5,0,0,0,0,0
rock burst,local 24,cloud lifetime 30 min,303,5233,5233,60.1,411.7,24.03,1355.3,8401.0,0,146,0,3103,76,1,75.8,250.9,856.4,856.4,99.3,727.1,3967.9,9027.0,4728.5,0,0,0,0,0
rock burst,local 24,cloud lifetime 30 min,404,5143,5143,59.5,400.3,24.0,1308.9,8749.6,0,147,0,3001,63,0,52.2,141.0,494.6,,94.8,662.9,4161.5,9861.8,4522.1,0,0,0,0,0
rock burst,local 24,local window 0,101,15661,15661,67.7,350.2,48.4,21356.1,86566.2,0,166,0,2986,57,0,93.2,213.8,584.7,,145.8,826.0,73962.1,86550.8,79050.4,0,0,0,0,0
rock burst,local 24,local window 0,202,15894,15894,66.0,366.1,48.31,21181.9,86557.7,0,159,0,3086,75,0,122.5,554.3,1067.9,,135.4,706.1,79061.1,87061.1,78319.7,0,0,0,0,0
rock burst,local 24,local window 0,303,15683,15683,66.1,368.8,48.47,21000.9,86554.2,0,149,0,3103,76,1,118.2,265.9,871.4,871.4,164.5,741.7,72972.0,86833.7,77567.7,0,0,0,0,0
rock burst,local 24,local window 0,404,15506,15506,63.3,357.8,48.32,21430.6,86552.6,0,150,0,3001,63,0,92.4,207.7,509.6,,132.2,673.2,72683.4,86582.2,78501.5,0,0,0,0,0
rock burst,local 24,local window 60 min,101,5807,5807,51.4,446.0,24.0,1176.1,8278.4,0,163,0,2986,57,0,45.8,93.8,554.7,,103.5,796.0,3178.2,9845.3,4076.1,0,0,0,0,0
rock burst,local 24,local window 60 min,202,5383,5383,49.0,453.5,24.01,1098.2,8248.7,0,157,0,3086,75,0,79.1,524.3,1052.9,,92.1,689.6,2929.5,9391.0,3801.2,0,0,0,0,0
rock burst,local 24,local window 60 min,303,5200,5200,48.4,461.4,24.0,1337.3,10128.7,0,146,0,3103,76,1,70.2,250.9,856.4,856.4,95.0,720.9,3724.3,10852.9,4677.9,0,0,0,0,0
rock burst,local 24,local window 60 min,404,5140,5140,47.9,470.4,24.0,1324.1,10011.0,0,146,0,3001,63,0,45.0,93.2,494.6,,90.3,662.9,4165.0,11225.1,4595.3,0,0,0,0,0
earthquake,local 12,reference,101,23046,23046,348.6,387.2,48.12,16257.6,86360.6,0,698,0,5167,97,1,153.0,730.5,2916.8,29.9,398.8,2810.0,56267.7,86529.9,59106.1,0,0,0,0,0
earthquake,local 12,reference,202,24997,24997,351.2,395.3,48.31,17032.0,86401.6,0,722,0,5249,137,2,470.0,2966.2,3174.8,392.5,425.0,3017.2,60484.3,86543.9,61721.9,0,0,0,0,0
earthquake,local 12,reference,303,25567,25567,358.8,390.5,48.2,16724.1,86391.1,0,761,0,5216,105,2,407.1,3032.8,3214.5,460.2,484.7,3054.0,56457.1,86559.3,60270.4,0,0,0,0,0
earthquake,local 12,reference,404,26284,26284,369.2,398.9,48.11,17129.8,86409.8,0,756,0,5401,151,4,545.2,3254.3,3352.8,1021.4,457.2,3082.0,64092.2,86642.9,61401.4,0,0,0,0,0
earthquake,local 12,cloud window 0,101,24563,24563,337.6,398.2,48.17,18018.2,86416.6,0,707,0,5167,97,1,159.9,730.5,2916.8,29.9,409.9,2813.4,59871.7,86565.5,65589.9,0,0,0,0,0
earthquake,local 12,cloud window 0,202,26570,26570,343.7,402.8,48.32,18496.9,86440.8,0,736,0,5249,137,2,478.6,2981.2,3189.8,407.5,436.0,3024.4,66064.3,86609.8,67166.5,0,0,0,0,0
earthquake,local 12,cloud window 0,303,27653,27653,347.4,401.7,48.2,18535.0,86465.7,0,772,0,5216,105,2,412.3,3032.8,3214.5,460.2,494.6,3054.0,60741.0,86565.6,67013.1,0,0,0,0,0
earthquake,local 12,cloud window 0,404,29866,29866,353.7,413.7,48.11,19249.7,86469.8,0,769,0,5401,151,4,555.2,3254.3,3352.8,1047.6,466.9,3082.0,75034.4,86772.7,69203.8,0,0,0,0,0
earthquake,local 12,cloud window 15 min,101,21063,21063,395.9,346.3,48.12,11398.7,85974.9,0,698,0,5167,97,1,145.3,715.5,2901.8,29.9,392.3,2809.9,36626.8,86467.2,41011.5,0,0,0,0,0
earthquake,local 12,cloud window 15 min,202,22559,22559,394.7,357.1,48.32,12619.5,86197.7,0,722,0,5249,137,2,463.8,2966.2,3174.8,392.5,418.5,3017.2,42105.7,86485.9,45336.9,0,0,0,0,0
earthquake,local 12,cloud window 15 min,303,23370,23370,400.3,353.0,48.23,12001.6,86165.1,0,761,0,5216,105,2,400.1,3032.8,3229.5,460.2,471.3,3057.2,42104.0,86441.8,42723.9,0,0,0,0,0
earthquake,local 12,cloud window 15 min,404,23511,23511,411.6,364.7,48.11,12986.9,86201.2,0,756,0,5401,151,4,540.3,3269.3,3352.8,1028.9,453.0,3092.5,51092.6,86564.8,46192.2,0,0,0,0,0
earthquake,local 12,cloud window 30 min,101,20366,20366,430.9,319.1,48.1,7740.4,28952.5,0,697,0,5167,97,1,138.4,715.5,2901.8,29.9,388.6,2805.5,27649.1,86438.1,27406.7,0,0,0,0,0
earthquake,local 12,cloud window 30 min,202,21367,21367,437.0,320.9,48.32,8052.9,29405.3,0,722,0,5249,137,2,461.2,2966.2,3174.8,392.5,415.8,3017.2,25417.0,86141.7,28275.9,0,0,0,0,0
earthquake,local 12,cloud window 30 min,303,22243,22243,441.1,318.7,48.2,7673.5,28207.2,0,761,0,5216,105,2,397.1,3032.8,3229.5,460.2,467.0,3057.2,24706.7,86371.4,26690.2,0,0,0,0,0
earthquake,local 12,cloud window 30 min,404,22438,22438,456.0,328.7,48.11,8462.9,38694.0,0,756,0,5401,151,4,536.9,3265.5,3352.8,1025.1,449.8,3092.5,32411.4,86542.6,29482.0,0,0,0,0,0
earthquake,local 12,cloud window 60 min,101,19360,19360,476.3,281.5,24.06,3275.7,14250.2,0,697,0,5167,97,1,137.5,715.5,2901.8,29.9,387.0,2805.5,9180.8,15890.1,10622.5,0,0,0,0,0
earthquake,local 12,cloud window 60 min,202,20234,20234,479.9,282.3,24.07,3574.8,15871.0,0,723,0,5249,137,2,459.7,2966.2,3174.8,392.5,399.0,3017.7,11788.2,17613.3,11559.1,0,0,0,0,0
earthquake,local 12,cloud window 60 min,303,21076,21076,489.3,279.8,24.0,3287.0,13993.7,0,761,0,5216,105,2,395.1,3032.8,3229.5,460.2,463.7,3057.2,9246.8,14497.2,10330.4,0,0,0,0,0
earthquake,local 12,cloud window 60 min,404,21124,21124,507.9,287.2,24.29,3682.5,15721.7,0,754,0,5401,151,4,533.0,3254.3,3352.8,1006.4,445.5,3079.4,11583.9,16119.3,11774.6,0,0,0,0,0
earthquake,local 12,cloud lifetime 0,101,24128,24128,339.9,394.0,48.14,16815.7,86404.1,0,699,0,5167,97,1,153.4,730.5,2916.8,29.9,399.5,2810.8,57309.5,86516.2,61161.7,0,0,0,0,0
earthquake,local 12,cloud lifetime 0,202,25545,25545,344.8,400.9,48.31,17592.9,86418.6,0,722,0,5249,137,2,470.1,2966.2,3174.8,392.5,425.5,3017.2,62256.2,86557.7,63808.1,0,0,0,0,0
earthquake,local 12,cloud lifetime 0,303,26114,26114,351.2,395.9,48.2,17110.9,86411.2,0,761,0,5216,105,2,409.5,3047.8,3229.5,460.2,490.2,3057.6,57205.7,86550.6,61697.2,0,0,0,0,0
earthquake,local 12,cloud lifetime 0,404,26707,26707,361.3,404.3,48.11,17343.6,86425.2,0,757,0,5401,151,4,545.4,3254.3,3352.8,1017.6,457.3,3082.0,64912.1,86579.8,62178.6,0,0,0,0,0
earthquake,local 12,cloud lifetime 30 min,101,22000,22000,380.4,366.9,48.12,15018.8,86309.7,0,698,0,5167,97,1,148.8,730.5,2916.8,29.9,395.8,2810.8,51549.3,86510.1,54503.5,0,0,0,0,0
earthquake,local 12,cloud lifetime 30 min,202,22670,22670,387.3,368.2,48.32,14986.3,86256.3,0,722,0,5249,137,2,466.1,2966.2,3174.8,392.5,420.9,3017.2,51024.6,86456.8,54106.2,0,0,0,0,0
earthquake,local 12,cloud lifetime 30 min,303,24069,24069,393.3,363.1,48.21,14623.6,86212.3,0,762,0,5216,105,2,407.1,3047.8,3229.5,467.7,478.9,3059.9,50672.0,86535.6,52436.0,0,0,0,0,0
earthquake,local 12,cloud lifetime 30 min,404,24279,24279,401.9,377.1,48.16,15851.2,86301.1,0,756,0,5401,151,4,543.2,3265.5,3352.8,1021.4,454.4,3091.7,60554.8,86598.9,56712.8,0,0,0,0,0
earthquake,local 12,local window 0,101,30226,30226,389.4,333.3,48.47,18229.4,86491.5,0,704,0,5167,97,1,162.3,730.5,2916.8,29.9,404.1,2812.2,63464.1,86634.5,66408.0,0,0,0,0,0
earthquake,local 12,local window 0,202,32463,32463,390.5,345.0,48.53,18848.9,86497.4,0,730,0,5249,137,2,474.8,2966.2,3174.8,392.5,429.9,3017.2,67150.5,86633.8,68474.7,0,0,0,0,0
earthquake,local 12,local window 0,303,32917,32917,395.2,337.2,48.51,18760.5,86514.8,0,761,0,5216,105,2,417.7,3032.8,3229.5,460.2,495.2,3057.2,63203.8,86595.6,67837.7,0,0,0,0,0
earthquake,local 12,local window 0,404,33445,33445,409.7,346.9,48.51,18986.2,86498.9,0,758,0,5401,151,4,551.4,3265.5,3352.8,1021.4,464.3,3092.5,71354.3,86774.8,68225.7,0,0,0,0,0
earthquake,local 12,local window 60 min,101,20922,20922,342.1,397.2,48.1,15862.5,85929.9,0,698,0,5167,97,1,152.7,730.5,2916.8,29.9,398.3,2810.0,55182.6,86351.7,57646.3,0,0,0,0,0
earthquake,local 12,local window 60 min,202,21770,21770,345.3,404.7,48.27,16565.4,86196.2,0,724,0,5249,137,2,469.6,2966.2,3174.8,392.5,424.5,3017.2,58570.5,86446.4,59987.8,0,0,0,0,0
earthquake,local 12,local window 60 min,303,22593,22593,351.9,402.6,47.69,16254.6,86124.9,0,761,0,5216,105,2,407.1,3032.8,3214.5,460.2,481.9,3054.0,55540.0,86490.0,58479.5,0,0,0,0,0
earthquake,local 12,local window 60 min,404,23567,23567,359.2,411.1,47.67,16701.6,86301.9,0,756,0,5401,151,4,544.9,3254.3,3352.8,1021.4,456.9,3082.0,63428.9,86483.5,59810.1,0,0,0,0,0
earthquake,local 24,reference,101,18247,18247,189.7,552.6,48.17,14120.9,86270.0,0,492,0,5167,97,1,86.8,165.0,1836.8,29.9,242.3,1826.5,48594.0,86527.2,51863.2,0,0,0,0,0
earthquake,local 24,reference,202,19244,19244,193.2,558.6,48.13,14614.4,86250.6,0,520,0,5249,137,2,273.8,1776.5,2154.8,317.5,269.6,1982.3,50581.0,86496.5,53460.5,0,0,0,0,0
earthquake,local 24,reference,303,19877,19877,201.6,554.4,48.21,14392.3,86276.5,0,541,0,5216,105,2,241.4,2051.1,2183.6,332.7,292.0,2009.2,50610.8,86479.9,52391.0,0,0,0,0,0
earthquake,local 24,reference,404,20949,20949,201.7,575.9,48.16,15001.4,86313.3,0,547,0,5401,151,4,343.1,2129.3,2362.8,687.6,277.7,2017.6,58665.9,86598.9,54378.1,0,0,0,0,0
earthquake,local 24,cloud window 0,101,18683,18683,180.2,562.0,48.11,15245.1,86299.1,0,492,0,5167,97,1,90.2,176.5,1836.8,29.9,246.3,1826.5,53285.9,86554.4,56024.3,0,0,0,0,0
earthquake,local 24,cloud window 0,202,19679,19679,186.2,565.6,48.32,15432.7,86313.2,0,525,0,5249,137,2,281.5,1776.5,2154.8,317.5,274.0,1982.3,54372.0,86508.5,56511.4,0,0,0,0,0
earthquake,local 24,cloud window 0,303,20310,20310,192.4,563.7,48.21,15520.0,86301.4,0,544,0,5216,105,2,247.0,2051.1,2183.6,332.7,297.0,2009.2,53710.5,86479.9,56572.4,0,0,0,0,0
earthquake,local 24,cloud window 0,404,21238,21238,192.6,584.9,48.16,15998.9,86323.0,0,547,0,5401,151,4,345.8,2129.3,2362.8,698.9,281.6,2017.6,61383.3,86569.5,58014.2,0,0,0,0,0
earthquake,local 24,cloud window 15 min,101,17541,17541,223.0,519.3,48.11,9973.9,85778.4,0,492,0,5167,97,1,83.1,165.0,1836.8,29.9,238.5,1826.5,33744.5,86480.6,36359.1,0,0,0,0,0
earthquake,local 24,cloud window 15 min,202,18746,18746,225.0,526.9,48.32,10939.3,86086.5,0,520,0,5249,137,2,270.6,1776.5,2154.8,317.5,265.9,1982.3,36175.7,86489.6,39749.7,0,0,0,0,0
earthquake,local 24,cloud window 15 min,303,18952,18952,235.5,520.6,48.23,10234.2,85821.5,0,541,0,5216,105,2,238.8,2051.1,2183.6,332.7,284.5,2009.2,36331.7,86460.6,36950.6,0,0,0,0,0
earthquake,local 24,cloud window 15 min,404,20096,20096,235.8,541.8,48.16,11108.3,86148.8,0,547,0,5401,151,4,340.8,2129.3,2362.8,687.6,274.2,2017.6,43844.2,86542.6,40108.0,0,0,0,0,0
earthquake,local 24,cloud window 30 min,101,16472,16472,247.9,494.3,48.17,6427.5,26198.2,0,492,0,5167,97,1,80.6,165.0,1836.8,29.9,236.2,1826.5,23537.4,86397.6,23183.8,0,0,0,0,0
earthquake,local 24,cloud window 30 min,202,17638,17638,253.3,498.6,48.31,7132.7,27719.0,0,520,0,5249,137,2,268.9,1776.5,2154.8,317.5,264.1,1982.3,22640.0,85409.4,25568.0,0,0,0,0,0
earthquake,local 24,cloud window 30 min,303,18040,18040,264.7,491.7,48.21,6113.6,24372.3,0,541,0,5216,105,2,235.8,2051.1,2183.6,332.7,281.2,2009.2,20094.5,77087.1,21654.8,0,0,0,0,0
earthquake,local 24,cloud window 30 min,404,18714,18714,271.4,506.1,48.11,6401.5,24509.4,0,547,0,5401,151,4,339.2,2129.3,2362.8,687.6,272.5,2017.6,26442.9,86498.5,22560.1,0,0,0,0,0
earthquake,local 24,cloud window 60 min,101,15717,15717,288.0,459.2,24.01,1971.5,9829.2,0,492,0,5167,97,1,79.4,165.0,1836.8,29.9,235.0,1826.5,5673.3,10331.7,6438.2,0,0,0,0,0
earthquake,local 24,cloud window 60 min,202,16612,16612,292.7,459.2,24.08,2380.8,11028.7,0,520,0,5249,137,2,267.2,1776.5,2154.8,317.5,247.1,1982.3,8027.9,11484.9,7838.0,0,0,0,0,0
earthquake,local 24,cloud window 60 min,303,17363,17363,304.1,457.1,24.0,2024.8,9346.7,0,541,0,5216,105,2,234.3,2051.1,2183.6,332.7,278.5,2009.2,5604.1,9591.8,6433.0,0,0,0,0,0
earthquake,local 24,cloud window 60 min,404,17700,17700,309.2,469.8,24.02,2211.2,10021.5,0,547,0,5401,151,4,338.0,2129.3,2362.8,683.9,270.8,2017.6,6770.2,10723.3,7105.2,0,0,0,0,0
earthquake,local 24,cloud lifetime 0,101,18217,18217,185.0,557.2,48.14,14554.8,86244.6,0,492,0,5167,97,1,87.3,165.0,1836.8,29.9,242.7,1826.5,50265.4,86420.6,53456.1,0,0,0,0,0
earthquake,local 24,cloud lifetime 0,202,19510,19510,188.9,562.9,48.32,15006.2,86270.9,0,520,0,5249,137,2,274.0,1776.5,2154.8,317.5,269.8,1982.3,52520.2,86489.6,54940.3,0,0,0,0,0
earthquake,local 24,cloud lifetime 0,303,20071,20071,197.7,558.3,48.21,14808.8,86289.1,0,541,0,5216,105,2,241.7,2051.1,2183.6,332.7,293.1,2009.2,51603.0,86479.9,53935.6,0,0,0,0,0
earthquake,local 24,cloud lifetime 0,404,20855,20855,198.5,579.0,48.16,15267.5,86288.9,0,547,0,5401,151,4,343.7,2129.3,2362.8,687.6,278.2,2017.6,59623.5,86538.9,55338.2,0,0,0,0,0
earthquake,local 24,cloud lifetime 30 min,101,17820,17820,206.9,535.3,48.12,12291.9,86129.7,0,492,0,5167,97,1,83.9,165.0,1836.8,29.9,239.7,1826.5,41004.0,86476.6,45087.4,0,0,0,0,0
earthquake,local 24,cloud lifetime 30 min,202,18559,18559,222.7,529.1,48.32,11475.7,86024.4,0,520,0,5249,137,2,271.2,1776.5,2154.8,317.5,267.3,1982.3,38119.2,86441.8,41761.7,0,0,0,0,0
earthquake,local 24,cloud lifetime 30 min,303,19307,19307,228.5,527.9,48.2,11384.6,86074.7,0,541,0,5216,105,2,240.8,2051.1,2183.6,332.7,286.8,2009.2,40432.0,86435.1,41239.2,0,0,0,0,0
earthquake,local 24,cloud lifetime 30 min,404,19964,19964,228.9,548.6,48.11,12221.0,86123.0,0,547,0,5401,151,4,341.4,2129.3,2362.8,687.6,275.0,2017.6,49182.8,86538.0,44173.0,0,0,0,0,0
earthquake,local 24,local window 0,101,32465,32465,234.2,488.5,48.47,20577.2,86525.7,0,496,0,5167,97,1,108.4,229.4,1836.8,29.9,259.9,1830.2,68824.7,86691.5,75859.4,0,0,0,0,0
earthquake,local 24,local window 0,202,34482,34482,239.8,495.7,48.53,21389.0,86526.1,0,525,0,5249,137,2,292.7,1776.5,2169.8,325.0,289.5,1997.4,77525.6,86844.5,78568.0,0,0,0,0,0
earthquake,local 24,local window 0,303,34804,34804,242.0,490.5,48.51,20960.4,86539.0,0,545,0,5216,105,2,265.1,2051.1,2183.6,340.2,318.4,2009.2,71224.1,86688.0,76847.2,0,0,0,0,0
earthquake,local 24,local window 0,404,36384,36384,246.0,510.7,48.51,21687.0,86556.3,0,549,0,5401,151,4,360.7,2114.3,2347.8,683.9,298.2,2013.8,79479.7,86774.8,79084.0,0,0,0,0,0
earthquake,local 24,local window 60 min,101,16151,16151,188.9,570.4,47.94,11744.6,84206.6,0,492,0,5167,97,1,83.4,161.0,1836.8,29.9,240.3,1826.5,38204.9,85994.7,42942.2,0,0,0,0,0
earthquake,local 24,local window 60 min,202,17589,17589,192.9,572.3,47.96,12087.2,85169.7,0,520,0,5249,137,2,272.2,1776.5,2154.8,317.5,268.1,1982.3,40544.5,86157.6,44038.2,0,0,0,0,0
earthquake,local 24,local window 60 min,303,18121,18121,201.0,581.5,48.17,12091.3,84577.6,0,541,0,5216,105,2,240.0,2051.1,2183.6,332.7,289.2,2009.2,41709.3,86278.2,43864.8,0,0,0,0,0
earthquake,local 24,local window 60 min,404,18214,18214,200.5,597.3,47.78,13001.4,84727.2,0,546,0,5401,151,4,339.0,2114.3,2347.8,680.1,274.4,2008.2,52072.0,86535.5,47030.6,0,0,0,0,0
